timestamp,episode,episode_score,avg_score,steps_this_episode,score_per_step
2025-05-18 08:32:57,1,-424.0,-424.0,128,-3.3125
2025-05-18 08:34:46,2,-367.5,-395.75,128,-2.87109375
2025-05-18 08:36:39,3,-459.0,-416.8333333333333,128,-3.5859375
2025-05-18 08:38:30,4,-792.0,-510.625,128,-6.1875
2025-05-18 08:40:18,5,-560.0,-520.5,128,-4.375
2025-05-18 08:40:27,6,-233.0,-472.5833333333333,128,-1.8203125
2025-05-18 08:40:44,7,-173.5,-429.85714285714283,128,-1.35546875
2025-05-18 08:42:24,8,-606.0,-451.875,128,-4.734375
2025-05-18 08:44:10,9,31.0,-398.22222222222223,128,0.2421875
2025-05-18 08:46:01,10,-490.5,-407.45,128,-3.83203125
2025-05-18 08:47:44,11,-768.5,-440.27272727272725,128,-6.00390625
2025-05-18 08:49:16,12,-489.0,-444.3333333333333,128,-3.8203125
2025-05-18 08:51:02,13,-306.5,-433.7307692307692,128,-2.39453125
2025-05-18 08:52:05,14,-386.0,-430.32142857142856,128,-3.015625
2025-05-18 08:53:41,15,-201.0,-415.03333333333336,128,-1.5703125
2025-05-18 08:55:17,16,-222.0,-402.96875,128,-1.734375
2025-05-18 08:56:45,17,-404.5,-403.05882352941177,128,-3.16015625
2025-05-18 08:58:19,18,-428.5,-404.47222222222223,128,-3.34765625
2025-05-18 08:59:05,19,-102.5,-388.57894736842104,128,-0.80078125
2025-05-18 09:00:22,20,-573.5,-397.825,128,-4.48046875
2025-05-18 09:02:04,21,-76.0,-382.5,128,-0.59375
2025-05-18 09:03:34,22,-450.5,-385.59090909090907,128,-3.51953125
2025-05-18 09:05:10,23,-205.5,-377.7608695652174,128,-1.60546875
2025-05-18 09:06:51,24,-87.5,-365.6666666666667,128,-0.68359375
2025-05-18 09:08:37,25,98.0,-347.12,128,0.765625
2025-05-18 09:10:12,26,-671.5,-359.59615384615387,128,-5.24609375
2025-05-18 09:11:57,27,-249.5,-355.51851851851853,128,-1.94921875
2025-05-18 09:13:19,28,-609.0,-364.57142857142856,128,-4.7578125
2025-05-18 09:14:53,29,-89.0,-355.0689655172414,128,-0.6953125
2025-05-18 09:16:31,30,-188.0,-349.5,128,-1.46875
2025-05-18 09:18:07,31,75.0,-335.80645161290323,128,0.5859375
2025-05-18 09:19:26,32,-659.0,-345.90625,128,-5.1484375
2025-05-18 09:20:52,33,-125.5,-339.22727272727275,128,-0.98046875
2025-05-18 09:22:05,34,-313.5,-338.47058823529414,128,-2.44921875
2025-05-18 09:22:06,35,0,-328.8,128,0.0
2025-05-18 09:22:34,36,8.5,-319.43055555555554,128,0.06640625
2025-05-18 09:24:13,37,-380.5,-321.0810810810811,128,-2.97265625
2025-05-18 09:25:40,38,28.0,-311.89473684210526,128,0.21875
2025-05-18 09:27:16,39,-184.0,-308.61538461538464,128,-1.4375
2025-05-18 09:28:43,40,-378.0,-310.35,128,-2.953125
2025-05-18 09:30:33,41,-385.5,-312.1829268292683,128,-3.01171875
2025-05-18 09:32:04,42,-87.0,-306.82142857142856,128,-0.6796875
2025-05-18 09:33:35,43,-48.5,-300.8139534883721,128,-0.37890625
2025-05-18 09:35:13,44,-275.0,-300.22727272727275,128,-2.1484375
2025-05-18 09:36:49,45,-133.0,-296.5111111111111,128,-1.0390625
2025-05-18 09:38:20,46,-507.0,-301.0869565217391,128,-3.9609375
