timestamp,episode,episode_score,avg_score,steps_this_episode,score_per_step
2025-05-17 06:57:14,1,-183.5,-183.5,100,-1.835
2025-05-17 06:58:43,2,-1022.0,-602.75,100,-10.22
2025-05-17 07:00:23,3,-9.5,-405.0,100,-0.095
2025-05-17 07:01:50,4,-522.0,-434.25,100,-5.22
2025-05-17 07:03:30,5,-343.5,-416.1,100,-3.435
2025-05-17 07:03:57,6,-71.5,-358.6666666666667,100,-0.715
2025-05-17 07:05:37,7,-482.0,-376.2857142857143,100,-4.82
2025-05-17 07:07:04,8,-625.0,-407.375,100,-6.25
2025-05-17 07:08:53,9,-617.5,-430.72222222222223,100,-6.175
2025-05-17 07:10:24,10,-358.5,-423.5,100,-3.585
2025-05-17 07:12:11,11,-281.5,-410.59090909090907,100,-2.815
2025-05-17 07:13:29,12,-648.0,-430.375,100,-6.48
2025-05-17 07:15:11,13,-379.5,-426.46153846153845,100,-3.795
2025-05-17 07:16:33,14,-481.0,-430.35714285714283,100,-4.81
2025-05-17 07:18:14,15,-737.0,-450.8,100,-7.37
2025-05-17 07:18:30,16,-191.5,-434.59375,100,-1.915
2025-05-17 07:18:32,17,0,-409.02941176470586,100,0.0
2025-05-17 07:19:58,18,-731.5,-426.94444444444446,100,-7.315
2025-05-17 07:21:25,19,-576.0,-434.7894736842105,100,-5.76
2025-05-17 07:22:14,20,-353.0,-430.7,100,-3.53
2025-05-17 07:22:15,21,0,-410.1904761904762,100,0.0
2025-05-17 07:23:55,22,-420.0,-410.6363636363636,100,-4.2
2025-05-17 07:25:29,23,-509.5,-414.9347826086956,100,-5.095
2025-05-17 07:27:04,24,-322.5,-411.0833333333333,100,-3.225
2025-05-17 07:28:06,25,-320.0,-407.44,100,-3.2
2025-05-17 07:28:07,26,0,-391.7692307692308,100,0.0
2025-05-17 07:29:46,27,-413.5,-392.5740740740741,100,-4.135
2025-05-17 07:31:11,28,-385.5,-392.32142857142856,100,-3.855
2025-05-17 07:32:42,29,-126.0,-383.13793103448273,100,-1.26
2025-05-17 07:34:14,30,-601.0,-390.4,100,-6.01
2025-05-17 07:35:47,31,-361.0,-389.4516129032258,100,-3.61
2025-05-17 07:37:39,32,-672.0,-398.28125,100,-6.72
2025-05-17 07:38:28,33,-681.5,-406.8636363636364,100,-6.815
2025-05-17 07:38:29,34,0,-394.8970588235294,100,0.0
2025-05-17 07:39:40,35,-302.0,-392.24285714285713,100,-3.02
2025-05-17 07:39:41,36,0,-381.34722222222223,100,0.0
2025-05-17 07:41:17,37,-301.0,-379.1756756756757,100,-3.01
2025-05-17 07:41:26,38,-167.5,-373.60526315789474,100,-1.675
2025-05-17 07:41:27,39,0,-364.02564102564105,100,0.0
2025-05-17 07:42:59,40,-722.5,-372.9875,100,-7.225
2025-05-17 07:44:32,41,-479.0,-375.5731707317073,100,-4.79
2025-05-17 07:45:55,42,-503.5,-378.6190476190476,100,-5.035
2025-05-17 07:47:30,43,-284.0,-376.4186046511628,100,-2.84
2025-05-17 07:49:03,44,-569.5,-380.8068181818182,100,-5.695
2025-05-17 07:50:45,45,-412.5,-381.5111111111111,100,-4.125
2025-05-17 07:52:09,46,-426.0,-382.4782608695652,100,-4.26
2025-05-17 07:53:28,47,-417.5,-383.22340425531917,100,-4.175
2025-05-17 07:54:44,48,-326.0,-382.03125,100,-3.26
2025-05-17 07:56:18,49,-607.0,-386.6224489795918,100,-6.07
2025-05-17 07:57:49,50,-705.5,-393.0,100,-7.055
2025-05-17 07:59:38,51,-221.5,-393.76,100,-2.215
2025-05-17 08:01:18,52,-208.5,-377.49,100,-2.085
2025-05-17 08:01:26,53,-163.5,-380.57,100,-1.635
2025-05-17 08:02:38,54,-491.5,-379.96,100,-4.915
2025-05-17 08:03:17,55,-715.5,-387.4,100,-7.155
2025-05-17 08:03:28,56,-196.0,-389.89,100,-1.96
2025-05-17 08:04:48,57,-546.5,-391.18,100,-5.465
2025-05-17 08:05:57,58,-50.5,-379.69,100,-0.505
2025-05-17 08:07:32,59,-346.5,-374.27,100,-3.465
2025-05-17 08:07:40,60,-148.5,-370.07,100,-1.485
2025-05-17 08:08:58,61,-872.0,-381.88,100,-8.72
2025-05-17 08:09:00,62,0,-368.92,100,0.0
2025-05-17 08:10:24,63,-628.0,-373.89,100,-6.28
2025-05-17 08:12:15,64,-390.0,-372.07,100,-3.9
2025-05-17 08:13:47,65,-891.5,-375.16,100,-8.915
2025-05-17 08:15:24,66,-384.0,-379.01,100,-3.84
2025-05-17 08:15:32,67,-100.0,-381.01,100,-1.0
2025-05-17 08:15:33,68,0,-366.38,100,0.0
2025-05-17 08:17:21,69,-288.5,-360.63,100,-2.885
2025-05-17 08:18:50,70,-553.5,-364.64,100,-5.535
2025-05-17 08:20:25,71,-167.5,-367.99,100,-1.675
2025-05-17 08:21:25,72,-589.0,-371.37,100,-5.89
2025-05-17 08:21:44,73,-219.5,-365.57,100,-2.195
2025-05-17 08:23:05,74,-371.5,-366.55,100,-3.715
2025-05-17 08:24:48,75,-661.0,-373.37,100,-6.61
2025-05-17 08:25:08,76,-162.0,-376.61,100,-1.62
2025-05-17 08:25:10,77,0,-368.34,100,0.0
2025-05-17 08:26:51,78,-307.5,-366.78,100,-3.075
2025-05-17 08:28:31,79,-721.0,-378.68,100,-7.21
2025-05-17 08:29:04,80,-468.5,-376.03,100,-4.685
2025-05-17 08:29:06,81,0,-368.81,100,0.0
2025-05-17 08:30:39,82,-503.5,-365.44,100,-5.035
2025-05-17 08:31:18,83,-332.0,-358.45,100,-3.32
2025-05-17 08:31:20,84,0,-358.45,100,0.0
2025-05-17 08:32:44,85,-237.5,-357.16,100,-2.375
2025-05-17 08:34:10,86,-156.0,-360.28,100,-1.56
2025-05-17 08:35:05,87,-322.0,-360.7,100,-3.22
2025-05-17 08:35:06,88,0,-357.35,100,0.0
2025-05-17 08:36:39,89,-949.5,-376.34,100,-9.495
2025-05-17 08:38:21,90,-818.0,-378.25,100,-8.18
2025-05-17 08:38:28,91,-187.5,-372.42,100,-1.875
2025-05-17 08:38:29,92,0,-362.35,100,0.0
2025-05-17 08:39:47,93,-459.0,-365.85,100,-4.59
2025-05-17 08:40:59,94,-447.5,-363.41,100,-4.475
2025-05-17 08:42:33,95,-549.0,-366.14,100,-5.49
2025-05-17 08:42:35,96,0,-357.62,100,0.0
2025-05-17 08:44:02,97,-110.0,-351.47,100,-1.1
2025-05-17 08:45:31,98,-524.0,-355.43,100,-5.24
2025-05-17 08:46:51,99,-592.5,-355.14,100,-5.925
2025-05-17 08:48:16,100,-702.0,-355.07,100,-7.02
2025-05-17 08:49:14,101,-148.5,-353.61,100,-1.485
2025-05-17 08:50:53,102,-246.0,-354.36,100,-2.46
2025-05-17 08:52:27,103,-557.5,-362.24,100,-5.575
2025-05-17 08:54:12,104,-463.0,-361.67,100,-4.63
2025-05-17 08:55:36,105,-574.0,-358.84,100,-5.74
2025-05-17 08:57:03,106,-335.0,-361.62,100,-3.35
2025-05-17 08:58:43,107,-432.5,-359.34,100,-4.325
2025-05-17 09:00:16,108,-695.0,-372.23,100,-6.95
2025-05-17 09:02:03,109,-777.5,-380.85,100,-7.775
2025-05-17 09:03:31,110,-163.0,-381.14,100,-1.63
2025-05-17 09:05:13,111,-728.0,-378.26,100,-7.28
2025-05-17 09:06:49,112,-390.5,-386.07,100,-3.905
2025-05-17 09:08:25,113,-493.5,-383.38,100,-4.935
2025-05-17 09:09:47,114,-485.5,-385.29,100,-4.855
2025-05-17 09:09:48,115,0,-367.46,100,0.0
2025-05-17 09:11:14,116,-637.0,-372.52,100,-6.37
2025-05-17 09:12:42,117,-138.0,-373.28,100,-1.38
2025-05-17 09:14:23,118,-262.5,-378.53,100,-2.625
2025-05-17 09:15:38,119,-501.0,-382.78,100,-5.01
2025-05-17 09:17:08,120,-448.5,-380.68,100,-4.485
2025-05-17 09:18:25,121,-119.5,-379.72,100,-1.195
2025-05-17 09:19:52,122,-373.5,-375.41,100,-3.735
2025-05-17 09:21:22,123,-230.5,-375.63,100,-2.305
2025-05-17 09:22:46,124,-173.0,-371.66,100,-1.73
2025-05-17 09:24:22,125,-684.0,-372.12,100,-6.84
2025-05-17 09:25:39,126,-692.5,-382.73,100,-6.925
2025-05-17 09:27:15,127,-49.5,-383.72,100,-0.495
2025-05-17 09:28:48,128,-119.5,-379.96,100,-1.195
2025-05-17 09:29:42,129,-444.0,-374.42,100,-4.44
2025-05-17 09:29:43,130,0,-365.05,100,0.0
2025-05-17 09:31:00,131,-237.5,-369.8,100,-2.375
2025-05-17 09:32:43,132,-398.0,-367.69,100,-3.98
2025-05-17 09:34:11,133,-310.5,-367.26,100,-3.105
2025-05-17 09:35:35,134,-248.0,-372.22,100,-2.48
2025-05-17 09:37:13,135,-416.0,-375.79,100,-4.16
2025-05-17 09:38:43,136,-47.5,-373.62,100,-0.475
2025-05-17 09:39:27,137,-469.5,-376.57,100,-4.695
2025-05-17 09:40:50,138,-73.5,-378.04,100,-0.735
2025-05-17 09:42:09,139,-112.0,-361.29,100,-1.12
2025-05-17 09:43:28,140,-605.5,-357.04,100,-6.055
2025-05-17 09:44:59,141,-488.5,-363.06,100,-4.885
2025-05-17 09:46:12,142,-703.5,-377.13,100,-7.035
2025-05-17 09:47:38,143,-557.5,-379.1,100,-5.575
2025-05-17 09:49:12,144,-406.5,-378.28,100,-4.065
2025-05-17 09:50:34,145,-106.0,-369.42,100,-1.06
2025-05-17 09:51:59,146,-44.0,-370.3,100,-0.44
2025-05-17 09:52:47,147,-443.5,-376.97,100,-4.435
2025-05-17 09:54:29,148,-33.0,-367.15,100,-0.33
2025-05-17 09:56:05,149,-134.0,-357.98,100,-1.34
2025-05-17 09:57:33,150,-152.0,-346.98,100,-1.52
2025-05-17 09:59:04,151,-804.0,-360.09,100,-8.04
2025-05-17 10:00:27,152,-359.0,-362.35,100,-3.59
2025-05-17 10:01:53,153,-60.0,-352.4,100,-0.6
2025-05-17 10:03:24,154,-164.0,-346.42,100,-1.64
2025-05-17 10:04:50,155,-260.0,-340.14,100,-2.6
