timestamp,episode,episode_score,avg_score
2025-05-17 06:42:53,1,-284.5,-284.5
2025-05-17 06:44:30,2,-493.0,-388.75
2025-05-17 06:45:59,3,-377.5,-385.0
2025-05-17 06:47:39,4,-710.5,-466.375
2025-05-17 06:48:17,5,-537.5,-480.6
2025-05-17 06:48:50,6,-319.0,-453.6666666666667
