timestamp,episode,episode_score,avg_score,steps_this_episode,score_per_step
2025-05-20 01:18:09,1,-639.5,-639.5,128,-4.99609375
2025-05-20 01:19:48,2,-620.5,-630.0,128,-4.84765625
2025-05-20 01:20:33,3,-582.5,-614.1666666666666,128,-4.55078125
2025-05-20 01:21:56,4,-659.5,-625.5,128,-5.15234375
2025-05-20 01:23:29,5,-785.0,-657.4,128,-6.1328125
2025-05-20 01:25:06,6,-604.0,-648.5,128,-4.71875
2025-05-20 01:26:34,7,-775.5,-666.6428571428571,128,-6.05859375
2025-05-20 01:28:11,8,-694.5,-670.125,128,-5.42578125
2025-05-20 01:29:41,9,-510.5,-652.3888888888889,128,-3.98828125
2025-05-20 01:31:17,10,-380.0,-625.15,128,-2.96875
2025-05-20 01:32:42,11,-744.5,-636.0,128,-5.81640625
2025-05-20 01:34:08,12,-927.5,-660.2916666666666,128,-7.24609375
2025-05-20 01:35:37,13,-712.5,-664.3076923076923,128,-5.56640625
2025-05-20 01:36:48,14,-221.5,-632.6785714285714,128,-1.73046875
2025-05-20 01:37:08,15,-405.5,-617.5333333333333,128,-3.16796875
2025-05-20 01:37:10,16,0,-578.9375,128,0.0
2025-05-20 01:38:41,17,-278.0,-561.2352941176471,128,-2.171875
2025-05-20 01:40:14,18,-709.5,-569.4722222222222,128,-5.54296875
2025-05-20 01:41:39,19,-730.0,-577.921052631579,128,-5.703125
2025-05-20 01:43:14,20,-378.0,-567.925,128,-2.953125
2025-05-20 01:44:51,21,-381.0,-559.0238095238095,128,-2.9765625
2025-05-20 01:46:15,22,-677.5,-564.4090909090909,128,-5.29296875
2025-05-20 01:47:46,23,-510.5,-562.0652173913044,128,-3.98828125
2025-05-20 01:49:06,24,-514.5,-560.0833333333334,128,-4.01953125
2025-05-20 01:50:44,25,-273.5,-548.62,128,-2.13671875
2025-05-20 01:52:12,26,-357.0,-541.25,128,-2.7890625
2025-05-20 01:53:42,27,-445.5,-537.7037037037037,128,-3.48046875
2025-05-20 01:55:02,28,-505.5,-536.5535714285714,128,-3.94921875
